Date,Open,High,Low,Close,Volume
18-01-16,71.51,72.71,70.97,72.71,11755
19-01-16,73,73.71,72.31,73.22,11280
20-01-16,73.2,74.52,73.2,74.15,10866
21-01-16,74.58,74.58,73.41,74.5,11740
22-01-16,73.4,74.84,73.4,74.61,18960
25-01-16,74.61,75,73.8,74.19,6938
27-01-16,74.48,75.19,74.48,74.88,9652
28-01-16,74.5,75.94,74.5,75.94,15971
29-01-16,75.51,76.01,74.8,76.01,10174
01-02-16,76.4,76.93,75.73,76.01,8488
02-02-16,76.5,76.63,75.65,76.63,23391
03-02-16,75.35,75.77,75,75.01,10854
04-02-16,75.5,76.26,75.01,75.75,12356
05-02-16,76.17,76.17,75.31,75.68,13494
08-02-16,76.03,76.41,75.3,76.26,11255
09-02-16,75.1,75.85,74.55,75.05,21065
10-02-16,75,75.04,73.11,73.56,15451
11-02-16,73.5,75.46,73.5,75.46,14273
12-02-16,75.43,76,74.97,75.88,9723
15-02-16,75.4,75.83,74.86,75.65,58165
16-02-16,76.5,77.05,75.29,77.05,10689
17-02-16,76.97,77.65,76.38,76.38,9682
18-02-16,76.87,77.71,76.72,77.07,12050
19-02-16,76.91,77.51,76.39,77.5,11744
22-02-16,77.5,78.23,77.26,78.22,11850
23-02-16,78.5,78.5,77.38,77.55,19003
24-02-16,77.6,77.85,76.99,77.11,11644
25-02-16,77.37,78.12,77.34,77.85,10423
26-02-16,77.79,77.89,77.07,77.79,14233
29-02-16,77.6,78.08,77.15,77.15,11772
01-03-16,77.24,78.42,77,78.04,12043
02-03-16,79.01,79.5,78.32,78.86,16062
03-03-16,79.3,79.3,78.58,78.86,15620
04-03-16,78.87,79.09,76.88,76.99,19653
07-03-16,77.5,77.56,76.1,76.52,12189
08-03-16,77.57,78,76.99,77.58,14217
09-03-16,78.78,78.78,77.35,78.12,61322
10-03-16,78.72,79.16,78.54,78.65,14303
11-03-16,79.2,79.4,78.39,78.97,18385
14-03-16,78.15,78.74,77.27,77.44,13710
